UF,MUNICIPIO,TOTAL,AUTOMOVEL,BONDE,CAMINHAO,CAMINHAO_TRATOR,CAMINHONETE,CAMIONETA,CHASSI_PLATAFORMA,CICLOMOTOR,MICRO_ONIBUS,MOTOCICLETA,MOTONETA,ONIBUS,QUADRICICLO,REBOQUE,SEMI_REBOQUE,SIDE_CAR,OUTROS,TRATOR_ESTEIRA,TRATOR_RODAS,TRICICLO,UTILITARIO
SC,ALTO BELA VISTA,1826,1037,0,75,7,263,55,0,0,14,282,25,11,0,39,5,0,0,0,0,0,13
SC,ANCHIETA,5252,2704,0,239,52,730,186,0,0,23,914,138,27,0,91,66,0,6,0,0,0,76
SC,ANGELINA,4883,2001,0,259,18,543,126,0,1,24,1433,245,22,0,114,18,0,3,0,6,1,69
SC,ANITA GARIBALDI,6671,3825,0,165,22,843,209,0,0,22,1233,106,40,0,110,25,0,3,0,2,0,66
SC,ANITAPOLIS,3200,1390,0,195,13,372,78,0,1,9,860,122,19,0,57,20,0,4,0,2,0,58
SC,ANTONIO CARLOS,10179,4433,0,778,141,1112,345,0,6,18,1878,621,23,0,392,150,1,17,0,9,5,250
SC,APIUNA,7792,4570,0,222,45,714,317,0,1,41,1148,222,30,0,316,58,1,9,0,6,0,92
SC,ARABUTA,3901,1884,0,211,112,521,125,0,0,15,669,83,36,0,61,138,0,0,0,3,2,41
SC,ARAQUARI,29762,14509,0,1402,997,2261,926,0,19,103,3970,793,88,0,1390,2654,5,98,0,75,8,464
SC,ARARANGUA,70259,36809,0,1633,1212,4997,2760,0,116,97,11287,4907,223,1,2630,1953,5,117,0,29,6,1477
SC,ARMAZEM,9311,4302,0,332,371,780,243,0,5,19,1800,589,25,0,230,433,1,12,0,2,0,167
SC,ARROIO TRINTA,3879,1825,0,208,151,599,95,0,0,20,535,126,30,0,81,153,0,1,0,1,0,54
SC,ARVOREDO,1892,955,0,82,6,252,56,0,0,26,400,42,8,0,39,9,0,1,0,2,0,14
SC,ASCURRA,7763,4433,0,326,100,743,292,0,2,28,1000,264,82,0,224,121,1,12,0,4,1,130
SC,ATALANTA,3225,1657,0,126,23,369,89,0,1,5,648,150,9,0,99,18,0,1,0,1,0,29
SC,AURORA,6936,2870,0,316,505,775,225,0,1,6,786,199,24,0,243,893,1,11,0,1,1,79
SC,BALNEARIO ARROIO DO SILVA,10538,6041,0,161,25,829,519,0,22,23,1660,493,33,0,435,30,0,35,0,3,1,228
SC,BALNEARIO BARRA DO SUL,7541,4474,0,205,65,619,329,0,10,23,912,304,19,0,332,89,2,32,0,11,2,113
SC,BALNEARIO CAMBORIU,118192,56461,0,1077,300,8106,8832,0,191,284,20025,10540,260,2,2612,431,8,284,0,57,27,8695
SC,BALNEARIO DE PICARRAS,21602,11400,0,447,159,1750,1112,1,41,52,3374,1512,77,0,703,187,6,56,0,20,6,699
SC,BALNEARIO GAIVOTA,12249,6951,0,298,76,996,595,0,18,19,1715,432,40,0,649,105,3,49,0,8,6,289
SC,BALNEARIO RINCAO,9184,5434,0,174,30,648,447,0,13,15,1240,316,26,0,518,35,0,21,0,3,1,263
SC,BANDEIRANTE,2536,1200,0,77,3,300,63,0,1,15,674,117,23,0,41,5,1,0,0,0,0,16
SC,BARRA BONITA,1435,689,0,42,15,148,38,0,1,8,389,41,10,0,16,19,0,0,0,1,1,17
SC,BARRA VELHA,32086,17319,0,748,313,2521,1425,0,52,63,4910,2372,83,0,1040,417,25,70,0,12,6,710
SC,BELA VISTA DO TOLDO,4677,2186,0,137,7,641,102,0,0,14,1285,135,54,0,84,6,0,2,0,1,1,22
SC,BELMONTE,2500,1195,0,91,106,230,62,0,0,15,473,101,7,0,53,141,0,1,0,0,0,25
SC,BENEDITO NOVO,11065,5096,0,389,57,1074,386,0,6,61,2527,758,46,0,448,79,0,8,0,6,3,121
SC,BIGUACU,61574,33031,0,1888,420,4257,2464,0,50,122,12307,3639,170,0,1752,431,1,104,0,76,6,856
SC,BLUMENAU,311515,187005,0,6198,1273,21699,16623,0,130,524,47058,11613,1022,1,7322,1545,11,380,4,373,32,8702
SC,BOCAINA DO SUL,2508,1318,0,112,8,369,58,0,0,7,459,25,15,0,96,13,0,5,0,3,1,19
SC,BOM JARDIM DA SERRA,3015,1530,0,241,4,549,140,0,1,20,375,17,27,0,57,3,2,5,0,2,1,41
SC,BOM JESUS,2567,1340,0,95,89,286,79,0,0,5,337,59,13,0,79,163,0,1,0,0,0,21
SC,BOM JESUS DO OESTE,1751,970,0,95,16,178,57,0,0,7,291,54,8,0,34,22,0,0,0,0,0,19
SC,BOM RETIRO,7153,4101,0,287,58,830,223,0,1,23,1079,149,40,0,205,68,1,9,0,3,2,74
SC,BOMBINHAS,23059,10921,0,271,37,2127,1541,0,15,72,3980,1973,56,0,660,44,5,78,0,6,5,1268
SC,BOTUVERA,5669,2405,0,271,159,604,185,0,3,11,1170,331,15,0,145,237,0,2,0,5,0,126
SC,BRACO DO NORTE,34992,18172,0,1468,424,3413,1444,0,13,61,5205,2160,98,0,818,623,1,65,0,10,9,1008
SC,BRACO DO TROMBUDO,3493,1718,0,146,32,393,172,0,0,10,587,174,12,0,160,40,0,3,0,1,0,45
SC,BRUNOPOLIS,1870,906,0,138,2,339,45,0,0,7,358,21,12,0,31,4,0,0,0,0,0,7
SC,BRUSQUE,132165,70567,0,3087,1326,10820,6659,0,135,178,22576,8715,271,0,2342,1799,2,160,0,61,18,3449
SC,CACADOR,64456,38943,0,2237,879,6714,2652,0,17,199,6482,2050,723,0,1224,1429,3,24,0,9,20,851
SC,CAIBI,6449,2806,0,225,462,624,208,0,0,10,830,219,26,0,150,772,0,1,0,1,0,115
SC,CALMON,2012,1196,0,55,6,256,69,0,0,14,324,11,28,0,39,7,0,0,0,0,0,7
SC,CAMBORIU,83173,35863,0,1405,332,5261,3127,0,101,108,21018,12409,63,0,1692,366,5,67,0,41,18,1297
SC,CAMPO ALEGRE,11519,5766,0,559,211,1275,370,0,2,19,2124,259,24,0,427,276,0,20,0,3,5,179
SC,CAMPO BELO DO SUL,4884,2898,0,278,23,785,140,0,0,20,491,14,69,0,93,25,2,2,0,4,0,40
SC,CAMPO ERE,9021,5014,0,409,111,1071,226,0,3,21,1336,256,44,0,147,162,0,7,0,0,1,213
SC,CAMPOS NOVOS,31703,18701,0,1362,476,4161,1145,0,7,149,2886,757,121,0,813,673,3,19,0,13,2,415
SC,CANELINHA,10020,4563,0,586,76,831,336,0,5,19,1880,1207,11,0,238,111,0,10,0,24,1,122
SC,CANOINHAS,47254,25807,0,1453,474,4984,1682,0,22,91,7552,1966,214,0,1522,725,10,37,0,4,6,705
SC,CAPAO ALTO,1814,1020,0,108,14,303,74,0,0,13,157,11,22,0,48,20,0,3,0,3,0,18
SC,CAPINZAL,22501,12103,0,628,203,2214,608,0,5,80,3913,1621,97,0,534,219,0,10,0,3,2,261
SC,CAPIVARI DE BAIXO,22094,11432,0,423,360,1132,768,0,45,33,4061,2259,38,0,514,589,6,41,0,11,1,381
SC,CATANDUVAS,9652,5431,0,440,246,1088,353,1,1,49,748,206,62,0,200,683,0,7,0,7,2,128
SC,CAXAMBU DO SUL,3528,1662,0,170,25,437,93,0,2,4,849,114,16,0,85,35,0,0,0,0,0,36
SC,CELSO RAMOS,2522,1293,0,91,102,333,71,0,0,14,376,63,9,0,47,111,0,0,0,0,0,12
SC,CERRO NEGRO,2228,1355,0,84,22,338,41,0,0,9,298,9,22,0,17,25,0,2,0,0,0,6
SC,CHAPADAO DO LAGEADO,2776,1333,0,105,3,316,70,0,0,8,711,96,8,0,107,2,0,2,0,3,0,12
SC,CHAPECO,232038,120060,0,5990,4575,21324,11378,1,286,437,35118,14709,529,0,5725,5829,27,211,0,55,41,5743
SC,COCAL DO SUL,16160,8854,0,383,174,1387,637,0,10,25,2752,663,32,0,613,182,1,9,0,2,1,435
SC,CONCORDIA,84444,39339,0,3361,3637,8076,3517,0,27,242,12892,5601,283,0,1594,4331,21,71,0,17,16,1419
SC,CORDILHEIRA ALTA,5040,2189,0,452,165,662,159,0,0,36,666,214,70,0,147,195,0,7,1,2,1,74
SC,CORONEL FREITAS,8768,4331,0,386,121,1250,295,0,5,14,1467,418,34,0,190,155,1,3,0,2,0,96
SC,CORONEL MARTINS,1805,1043,0,69,4,205,33,0,0,10,384,19,6,0,19,5,0,0,0,1,0,7
SC,CORREIA PINTO,12861,7804,0,517,183,1563,381,0,7,61,1381,168,81,0,317,295,1,13,0,2,3,84
SC,CORUPA,13756,6507,0,536,31,1498,595,0,18,12,2919,793,39,0,500,33,2,9,0,9,2,253
SC,CRICIUMA,189261,108846,0,3829,2495,13035,9885,0,187,347,29314,5795,552,0,5406,2965,9,197,3,49,30,6317
SC,CUNHA PORA,10747,5453,0,479,216,1120,397,1,3,29,1728,428,68,0,227,397,7,15,0,0,1,178
SC,CUNHATAI,1709,898,0,68,11,181,66,0,1,6,354,61,9,0,31,8,0,0,0,1,0,14
SC,CURITIBANOS,35424,22147,0,1289,241,4056,1229,1,5,112,3882,889,186,0,610,332,1,18,0,17,9,400
SC,DESCANSO,8331,3969,0,278,290,1022,273,0,1,24,1463,297,35,0,156,409,5,5,0,3,3,98
SC,DIONISIO CERQUEIRA,12467,6918,0,243,472,1415,480,0,1,25,1584,263,25,0,190,503,2,15,0,3,2,326
SC,DONA EMMA,3695,1975,0,156,24,333,115,0,0,14,731,140,24,0,106,31,2,2,0,1,0,41
SC,DOUTOR PEDRINHO,3368,1655,0,167,24,350,122,0,5,11,646,170,8,0,139,33,0,1,0,2,0,35
SC,ENTRE RIOS,2230,1190,0,39,1,196,32,0,0,6,644,67,30,0,16,2,0,0,0,0,0,7
SC,ERMO,4013,1218,0,104,419,262,47,0,4,7,632,115,10,0,170,983,0,2,0,6,1,33
SC,ERVAL VELHO,4131,2114,0,214,53,542,137,0,0,17,704,131,25,0,99,58,0,2,0,2,0,33
SC,FAXINAL DOS GUEDES,10107,5427,0,568,221,1159,432,0,4,31,1239,304,59,0,228,302,1,7,0,1,3,121
SC,FLOR DO SERTAO,1443,733,0,29,11,141,37,0,0,13,375,34,20,0,21,21,0,0,0,0,0,8
SC,FLORIANOPOLIS,421721,243044,0,4679,401,26435,31221,2,315,989,64426,14563,2507,5,10699,594,17,696,24,523,103,20478
SC,FORMOSA DO SUL,2202,1060,0,108,51,301,46,0,0,16,413,60,9,0,44,76,0,1,0,0,0,17
SC,FORQUILHINHA,27409,14463,0,669,181,1971,837,0,38,43,6296,1181,46,0,986,221,3,33,0,18,1,422
SC,FRAIBURGO,29937,18891,0,1170,298,3100,1094,0,1,62,3022,782,292,0,502,315,14,19,0,10,5,360
SC,FREI ROGERIO,2099,1041,0,143,4,343,41,0,1,12,431,23,20,0,25,4,0,0,0,2,0,9
SC,GALVAO,2593,1448,0,144,15,354,73,0,0,9,398,29,24,0,35,17,0,0,0,0,0,47
SC,GAROPABA,25777,12435,0,348,42,2273,1783,0,14,34,4661,1767,83,2,800,59,5,102,0,7,8,1354
SC,GARUVA,15383,7803,0,657,588,1374,576,0,11,37,2155,360,53,0,678,786,0,33,0,30,2,240
SC,GASPAR,57611,30978,0,1721,415,5229,2656,0,28,96,9617,2993,140,1,1583,500,1,74,1,140,31,1407
SC,GOVERNADOR CELSO RAMOS,11780,5909,0,264,28,966,619,0,6,39,2187,926,25,0,404,43,0,16,0,11,1,336
SC,GRAO PARA,6206,3126,0,344,48,723,208,0,1,11,1105,212,37,0,156,58,0,7,0,4,2,164
SC,GRAVATAL,11725,5614,0,387,156,964,400,0,19,19,2554,768,36,0,327,200,3,32,0,11,2,233
SC,GUABIRUBA,21024,10981,0,424,54,1806,1019,0,10,33,4065,1665,34,0,358,65,0,18,0,5,0,487
SC,GUARACIABA,9184,4892,0,356,156,1303,357,0,0,20,1312,196,54,0,169,230,1,9,0,1,0,128
SC,GUARAMIRIM,38814,20708,0,1436,501,3007,1491,0,22,45,6916,1894,30,0,1235,870,5,42,0,28,2,582
SC,GUARUJA DO SUL,4408,2239,0,183,122,525,142,0,0,17,776,107,19,0,65,151,2,4,0,0,0,56
SC,GUATAMBU,6399,3101,0,185,39,700,217,0,3,21,1468,349,32,0,149,60,0,3,0,1,0,71
SC,HERVAL D'OESTE,17684,9600,0,440,43,1396,669,2,4,49,3215,1721,64,0,271,51,2,8,0,4,2,143
SC,IBIAM,1822,896,0,98,43,241,40,0,0,10,362,28,16,0,39,42,0,0,0,0,0,7
SC,IBICARE,3558,1646,0,215,167,434,101,0,0,20,534,116,14,0,76,198,0,3,0,2,2,30
SC,IBIRAMA,18571,9979,0,555,158,1601,778,0,6,71,3206,946,118,0,662,207,2,24,0,22,1,235
SC,ICARA,59991,30867,0,2325,1100,4623,2445,1,33,124,10029,2441,177,0,2335,1874,1,97,0,43,9,1467
SC,ILHOTA,14161,7021,0,500,270,1105,486,0,9,28,2641,759,32,0,611,515,0,14,0,8,3,159
SC,IMARUI,8486,3963,0,196,31,693,318,0,4,47,2200,619,51,0,194,41,1,17,0,4,6,101
SC,IMBITUBA,46243,22912,0,760,702,3195,2470,0,113,103,8797,2581,138,1,1654,1377,6,109,0,38,7,1280
SC,IMBUIA,6210,3059,0,269,137,831,201,0,0,12,981,277,24,0,216,140,0,7,0,1,0,55
SC,INDAIAL,62257,35536,0,1776,393,4639,2810,0,70,124,10099,3149,137,0,1819,409,4,81,0,75,5,1131
SC,IOMERE,2759,1295,0,209,86,440,99,0,0,8,344,91,3,0,49,90,0,3,0,0,1,41
SC,IPIRA,4307,2335,0,163,28,490,136,0,1,10,721,250,25,0,83,28,0,0,0,1,0,36
SC,IPORA DO OESTE,8983,4000,0,387,282,1009,358,0,0,30,1691,334,59,0,236,403,4,8,0,0,1,181
SC,IPUACU,4302,2302,0,154,42,482,124,0,2,23,807,125,49,0,96,52,0,3,0,0,0,41
SC,IPUMIRIM,6428,3205,0,307,112,758,196,0,3,40,1209,178,33,0,73,254,0,0,0,3,1,56
SC,IRACEMINHA,3477,1797,0,147,40,473,117,0,2,9,608,81,26,0,93,55,0,0,0,0,1,28
SC,IRANI,8650,4916,0,539,273,1051,261,0,3,39,794,134,80,0,169,289,1,4,0,3,3,91
SC,IRATI,1739,843,0,73,20,221,32,0,2,7,418,51,8,0,24,29,0,1,0,0,0,10
SC,IRINEOPOLIS,8395,4259,0,363,59,1270,246,0,0,14,1618,166,27,0,221,49,1,2,0,8,4,88
SC,ITA,5909,3127,0,147,55,740,242,0,2,19,866,284,52,0,214,44,1,6,0,1,3,106
SC,ITAIOPOLIS,18647,9747,0,853,82,2242,547,0,2,51,3844,437,135,0,449,75,1,5,0,6,2,169
SC,ITAJAI,229289,104030,0,6266,6064,13903,9750,1,392,364,40982,24974,605,0,5561,10532,16,260,2,96,24,5467
SC,ITAPEMA,65831,31295,0,915,198,5649,4318,0,106,92,11607,5123,63,0,1631,240,5,156,0,26,18,4389
SC,ITAPIRANGA,15727,7263,0,498,204,1452,607,0,1,28,3622,1091,104,0,341,252,1,10,0,1,0,252
SC,ITAPOA,22415,10982,0,393,424,2266,1303,0,23,43,3429,901,50,0,858,679,1,51,1,14,12,985
SC,ITUPORANGA,27025,14130,0,982,619,2905,1084,0,4,41,3413,1167,90,0,847,1123,2,40,0,32,0,546
SC,JABORA,3421,1862,0,228,39,473,101,0,0,19,381,93,29,0,82,55,2,1,0,3,0,53
SC,JACINTO MACHADO,10294,4417,0,505,159,1126,299,0,6,21,2531,482,46,0,317,203,0,16,0,3,1,162
SC,JAGUARUNA,19580,9796,0,639,215,1693,750,0,7,36,3381,1091,113,0,1006,249,3,56,0,10,6,529
SC,JARAGUA DO SUL,145684,83183,0,2992,868,10972,7943,0,120,263,21979,7552,484,2,3849,1051,28,237,0,69,20,4072
SC,JARDINOPOLIS,1551,841,0,38,11,202,43,0,1,12,296,36,6,0,29,15,0,2,0,0,0,19
SC,JOACABA,28541,15323,0,880,268,2916,1507,1,5,64,3908,2009,49,0,503,350,2,18,0,43,7,688
SC,JOINVILLE,504603,306456,0,9361,4693,30645,26048,2,373,1041,71474,16883,1149,1,16374,7496,57,730,0,436,40,11344
SC,JOSE BOITEUX,4178,2239,0,158,42,378,119,0,1,27,845,140,22,0,128,41,0,3,0,5,1,29
SC,JUPIA,2006,967,0,82,20,317,35,0,2,6,403,65,11,0,34,32,0,2,0,3,0,27
SC,LACERDOPOLIS,2207,1039,0,135,96,320,52,0,0,9,290,74,10,0,51,100,0,2,0,1,0,28
SC,LAGEADO GRANDE,1315,645,0,45,23,199,37,0,1,5,246,31,2,0,44,28,0,0,0,0,0,9
SC,LAGES,139169,84761,0,3952,1551,12793,6249,0,34,294,16786,4101,444,0,3529,2213,16,121,0,48,22,2255
SC,LAGUNA,33586,18189,0,573,123,2066,1501,0,47,122,6659,2430,88,0,778,188,10,66,0,10,6,730
SC,LAURENTINO,7044,3551,0,348,53,820,261,0,1,12,1026,500,10,0,289,73,0,12,0,1,1,86
SC,LAURO MULLER,16019,7638,0,489,329,1096,430,0,7,44,2937,606,63,0,860,1305,1,10,0,6,1,197
SC,LEBON REGIS,8072,5114,0,357,51,952,255,0,1,40,861,95,100,0,111,67,0,2,0,0,2,64
SC,LEOBERTO LEAL,3021,1310,0,151,32,409,73,0,0,10,804,80,5,0,78,22,0,0,0,2,1,44
SC,LINDOIA DO SUL,3637,1847,0,174,56,472,128,0,0,18,663,100,43,0,50,61,0,0,0,0,0,25
SC,LONTRAS,11150,5748,0,447,79,1163,421,0,7,31,1851,641,52,0,439,93,1,16,0,2,0,159
SC,LUIZ ALVES,12762,6087,0,578,101,1454,353,0,4,19,2505,871,36,0,399,146,1,8,0,7,0,193
SC,LUZERNA,5899,3060,0,202,113,685,217,0,1,19,868,328,28,0,123,159,1,2,0,10,0,83
SC,MACIEIRA,1283,676,0,89,3,222,39,0,0,11,173,9,17,0,24,11,0,0,0,0,0,9
SC,MAFRA,50908,26844,0,1590,504,5455,2170,1,15,110,8836,1977,173,0,1759,607,10,52,0,9,7,789
SC,MAJOR GERCINO,2725,1251,0,173,10,313,91,0,1,12,577,166,11,0,68,12,0,4,0,10,0,26
SC,MAJOR VIEIRA,5927,2747,0,247,24,825,126,0,1,7,1529,225,25,0,93,40,0,1,0,0,1,36
SC,MARACAJA,7329,3633,0,269,196,530,214,0,4,8,1444,349,20,0,219,342,0,9,0,0,1,91
SC,MARAVILHA,27192,13169,0,1068,621,2819,1238,0,10,46,3743,1986,103,0,827,991,2,31,0,11,7,520
SC,MAREMA,1754,925,0,78,21,312,50,0,1,6,241,37,10,0,29,21,0,2,0,1,0,20
SC,MASSARANDUBA,15107,6973,0,689,172,1665,476,0,3,43,3281,811,38,1,472,204,1,38,0,11,4,225
SC,MATOS COSTA,2125,1223,0,81,12,300,67,0,1,10,287,19,23,0,60,21,0,1,0,1,0,19
SC,MELEIRO,7159,3333,0,317,113,863,177,0,1,21,1439,265,23,0,276,152,2,2,0,5,2,168
SC,MIRIM DOCE,2211,1148,0,91,12,203,69,0,2,8,461,115,15,0,42,18,1,0,0,1,0,25
SC,MODELO,3601,1932,0,156,45,399,161,0,1,11,545,141,20,0,66,64,0,2,0,0,0,58
SC,MONDAI,9534,4205,0,223,156,688,394,0,2,19,2430,657,62,0,320,237,1,11,0,5,1,123
SC,MONTE CARLO,6403,4110,0,216,93,654,216,0,0,28,562,102,129,0,149,97,0,15,0,2,0,30
SC,MONTE CASTELO,5704,3210,0,231,73,660,160,0,2,24,900,130,33,0,146,85,2,3,0,0,2,43
SC,MORRO DA FUMACA,21161,9565,0,906,365,1378,635,0,28,31,4922,1850,41,0,622,405,2,21,0,20,3,367
SC,MORRO GRANDE,2830,1269,0,211,32,277,48,0,2,5,619,175,11,0,82,52,0,3,0,1,1,42
SC,NAVEGANTES,67575,30128,0,1219,852,3694,2547,0,86,152,15880,9203,108,0,1473,1029,9,69,0,27,16,1083
SC,NOVA ERECHIM,4052,2151,0,180,50,542,145,0,2,10,559,180,18,0,93,53,1,0,0,2,0,66
SC,NOVA ITABERABA,4102,1857,0,166,44,551,78,0,1,11,1065,135,16,0,66,61,0,3,0,0,0,48
SC,NOVA TRENTO,12665,6280,0,357,83,1267,608,0,41,73,2247,1051,53,0,290,83,0,8,0,5,1,218
SC,NOVA VENEZA,12822,6166,0,515,263,1437,456,0,12,33,2492,426,51,0,416,305,0,8,0,11,1,230
SC,NOVO HORIZONTE,1972,1035,0,81,14,292,38,0,0,14,357,44,17,0,34,27,0,0,0,1,0,18
SC,ORLEANS,24563,11076,0,996,808,2194,858,0,9,50,3879,1330,63,0,908,1789,1,26,0,1,2,573
SC,OTACILIO COSTA,15599,8896,0,588,511,1637,395,0,7,49,1420,371,73,0,643,842,4,15,0,3,5,140
SC,OURO,6550,3304,0,291,112,852,173,0,2,30,982,392,27,0,172,131,1,6,0,2,1,72
SC,OURO VERDE,1858,826,0,121,22,291,58,0,1,6,383,38,5,0,38,36,0,3,0,1,0,29
SC,PAIAL,1213,582,0,30,19,160,33,0,0,2,276,42,12,0,20,27,0,1,0,0,0,9
SC,PAINEL,1361,787,0,47,3,253,33,0,0,10,162,7,12,0,35,4,0,0,0,1,0,7
SC,PALHOCA,163774,88544,0,3501,702,10970,7516,2,102,269,32586,9624,479,0,5042,856,3,240,0,142,20,3176
SC,PALMA SOLA,6430,3459,0,239,88,805,265,0,3,14,1032,175,47,0,78,114,0,3,0,1,0,107
SC,PALMEIRA,2376,1115,0,170,135,306,58,0,0,8,275,31,7,0,60,183,0,4,0,1,0,23
SC,PALMITOS,16619,7329,0,521,1084,1618,442,0,0,57,2788,818,72,0,423,1234,6,13,0,1,1,212
SC,PAPANDUVA,15289,7943,0,699,126,1887,407,0,1,24,2928,516,120,0,302,174,2,9,0,0,2,149
SC,PARAISO,3303,1764,0,114,17,390,95,0,0,10,732,80,16,0,34,25,0,1,0,0,0,25
SC,PASSO DE TORRES,15903,8121,0,252,32,1629,1003,1,45,33,2016,797,44,0,1010,32,4,96,0,16,6,766
SC,PASSOS MAIA,3262,1779,0,167,36,492,97,0,0,10,430,52,74,0,53,41,0,0,0,0,0,31
SC,PAULO LOPES,7513,3477,0,314,116,678,252,0,4,15,1590,368,49,0,345,149,0,17,0,12,2,125
SC,PEDRAS GRANDES,4475,1780,0,296,68,410,97,0,4,23,1266,269,23,0,82,96,0,1,0,0,0,60
SC,PENHA,26327,12947,0,521,231,1932,1179,0,48,67,4984,2686,73,0,780,296,11,42,0,13,4,513
SC,PERITIBA,2722,1469,0,160,55,359,83,0,0,4,364,70,8,0,56,57,0,2,0,0,0,35
SC,PESCARIA BRAVA,6245,2814,0,203,75,481,211,0,8,8,1392,612,12,0,204,101,0,12,0,14,2,96
SC,PETROLANDIA,5905,2925,0,226,88,670,195,0,0,10,1115,238,33,0,170,143,0,3,0,0,0,89
SC,PINHALZINHO,19777,10472,0,686,473,2124,913,0,10,32,2445,1041,80,0,492,535,6,24,0,3,3,438
SC,PINHEIRO PRETO,3415,1587,0,361,138,408,103,0,0,13,417,125,21,0,55,145,0,0,0,1,0,41
SC,PIRATUBA,5406,2895,0,166,19,643,182,0,2,18,781,331,29,0,180,31,0,10,0,0,5,114
SC,PLANALTO ALEGRE,2502,1299,0,97,18,277,78,0,1,8,526,89,6,0,49,31,0,0,0,1,0,22
SC,POMERODE,30753,17184,0,807,109,2531,1731,0,37,52,4851,1479,83,0,820,193,2,77,0,54,4,739
SC,PONTE ALTA,3350,1983,0,210,77,421,74,0,0,10,293,34,17,0,117,87,0,2,0,3,2,20
SC,PONTE ALTA DO NORTE,2246,1358,0,99,61,306,49,0,0,17,171,25,13,0,52,74,0,2,0,0,0,19
SC,PONTE SERRADA,8973,5305,0,406,153,1100,320,0,2,52,712,156,189,0,238,219,0,4,0,0,2,115
SC,PORTO BELO,23208,11274,0,398,76,2098,1266,0,27,59,4154,1907,52,0,797,107,1,76,0,16,3,897
SC,PORTO UNIAO,34914,19171,0,904,227,3848,1899,0,20,56,5155,1594,56,1,796,306,2,17,0,4,5,853
SC,POUSO REDONDO,14738,8073,0,634,243,1548,473,0,6,27,2107,484,64,0,508,325,1,20,0,10,3,212
SC,PRAIA GRANDE,9677,4338,0,318,21,910,323,0,5,27,2764,281,36,0,376,31,0,20,0,4,2,221
SC,PRESIDENTE CASTELO BRANCO,1618,873,0,99,37,197,29,0,0,7,253,32,6,0,34,40,0,0,0,2,0,9
SC,PRESIDENTE GETULIO,16334,8533,0,425,111,1496,622,1,10,66,2876,1075,116,0,586,103,2,17,0,8,1,286
SC,PRESIDENTE NEREU,1890,869,0,58,5,216,49,0,0,12,536,77,10,0,30,4,0,2,0,0,0,22
SC,PRINCESA,2610,1210,0,103,49,275,96,0,0,8,654,82,14,0,30,69,0,0,0,0,0,20
SC,QUILOMBO,9429,4758,0,327,188,1090,261,0,3,37,1725,392,57,0,185,287,0,6,0,0,2,111
SC,RANCHO QUEIMADO,3244,1436,0,190,14,439,138,0,1,11,658,120,9,0,133,6,0,3,0,4,0,82
SC,RIO DAS ANTAS,4440,2485,0,235,25,623,130,0,0,10,645,74,43,0,107,26,0,3,0,1,0,33
SC,RIO DO CAMPO,5909,3058,0,248,41,722,238,0,1,23,1081,169,31,0,150,35,2,3,0,4,1,102
SC,RIO DO OESTE,6609,3344,0,261,35,761,222,0,1,17,1258,293,36,0,231,30,1,4,0,5,2,108
SC,RIO DO SUL,63961,35739,0,1653,565,5917,3540,0,55,86,7905,3534,164,0,2174,665,7,121,0,42,8,1786
SC,RIO DOS CEDROS,10234,5350,0,342,28,1016,381,0,6,34,2029,409,46,0,367,44,0,8,0,13,2,159
SC,RIO FORTUNA,5704,2406,0,359,60,791,176,0,0,13,1199,318,26,0,103,99,0,1,0,2,0,151
SC,RIO NEGRINHO,38227,20233,0,1185,1060,3568,1424,0,8,80,5530,1071,138,0,1205,2116,6,47,1,9,9,537
SC,RIO RUFINO,1862,1004,0,82,2,221,37,0,0,14,397,34,17,0,30,2,0,3,0,0,0,19
SC,RIQUEZA,4213,2099,0,175,50,419,109,0,1,9,995,125,32,0,87,61,0,3,0,5,1,42
SC,RODEIO,11675,6367,0,418,108,1145,489,0,7,25,1741,579,49,0,392,145,0,21,0,6,0,183
SC,ROMELANDIA,3993,2005,0,113,22,450,81,0,1,14,1078,77,29,0,57,32,0,2,0,4,0,28
SC,SALETE,7919,4071,0,246,75,766,252,0,2,11,1552,476,27,0,204,119,1,8,0,1,0,108
SC,SALTINHO,2952,1538,0,102,11,288,49,0,2,6,788,75,28,0,37,17,0,0,0,0,0,11
SC,SALTO VELOSO,3854,1996,0,201,67,641,121,0,0,18,533,84,15,0,67,64,0,5,0,0,0,42
SC,SANGAO,12516,5349,0,534,611,858,298,0,4,24,2483,1034,20,0,340,713,0,21,0,14,1,212
SC,SANTA CECILIA,12756,7748,0,526,223,1515,399,0,1,52,1074,109,94,0,372,453,2,6,0,17,4,161
SC,SANTA HELENA,2196,1074,0,73,19,261,68,0,0,18,516,77,14,0,36,20,0,0,0,1,0,19
SC,SANTA ROSA DE LIMA,2480,1027,0,167,22,302,48,0,0,9,646,152,10,0,35,34,0,0,0,0,0,28
SC,SANTA ROSA DO SUL,8694,4300,0,321,178,655,287,0,8,14,1654,326,33,0,589,187,0,19,0,3,1,119
SC,SANTA TEREZINHA,5882,2859,0,258,19,787,193,0,0,23,1425,88,35,0,89,21,0,2,0,2,0,81
SC,SANTA TEREZINHA DO PROGRESSO,1891,933,0,63,15,185,33,0,0,13,525,48,27,0,19,22,0,3,0,0,0,5
SC,SANTIAGO DO SUL,1266,562,0,79,19,178,24,0,0,10,266,59,5,0,20,28,0,1,0,0,0,15
SC,SANTO AMARO DA IMPERATRIZ,24478,12240,0,841,128,2300,1034,1,21,37,4471,1619,93,0,869,124,0,26,0,28,3,643
